days,miles,receipts,reimbursement,case_id,miles_per_day,receipts_per_day,reimbursement_per_day,cost_per_mile,sequence,cluster_kmeans,cluster_dbscan,cluster_gmm,trip_length_bucket,efficiency_bucket,receipt_bucket,efficiency_category,cents,outlier_zscore,outlier_iqr,outlier_iforest,outlier_lof,outlier_count,is_outlier
2,753.0,1111.16,1353.87,158,376.5,555.58,676.935,1.475644090305445,158,2,-1,2,short(1-3),very_high(200+),very_high(1000+),high,87,False,False,False,False,0,False
10,224.0,407.51,794.7,159,22.4,40.751,79.47,1.8192410714285714,159,1,0,0,long(7-10),low(<50),medium(100-500),low,70,False,False,False,False,0,False
6,383.0,462.79,800.3,160,63.833333333333336,77.13166666666667,133.38333333333333,1.2083289817232377,160,1,0,1,medium(4-6),medium(50-100),medium(100-500),low,30,False,False,False,False,0,False
8,1005.0,1391.37,1987.39,161,125.625,173.92125,248.42375,1.3844477611940298,161,0,0,1,long(7-10),high(100-200),very_high(1000+),low,39,False,False,False,False,0,False
10,1145.0,311.43,1366.61,162,114.5,31.143,136.661,0.2719912663755459,162,0,0,0,long(7-10),high(100-200),medium(100-500),low,61,False,False,False,False,0,False
5,1004.0,2367.63,1743.85,163,200.8,473.526,348.77,2.3581972111553786,163,2,0,1,medium(4-6),very_high(200+),very_high(1000+),optimal,85,False,False,False,False,0,False
5,873.0,1402.35,1676.79,164,174.6,280.46999999999997,335.358,1.606357388316151,164,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,79,False,False,False,False,0,False
2,165.0,1813.32,1273.45,165,82.5,906.66,636.725,10.989818181818181,165,2,-1,2,short(1-3),medium(50-100),very_high(1000+),low,45,False,False,False,False,0,False
5,1076.0,190.33,879.65,166,215.2,38.066,175.93,0.17688661710037176,166,1,0,1,medium(4-6),very_high(200+),medium(100-500),optimal,65,False,False,False,False,0,False
12,986.0,2390.92,1760.0,167,82.16666666666667,199.24333333333334,146.66666666666666,2.424868154158215,167,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,0,False,False,False,False,0,False
7,948.0,657.17,1578.97,168,135.42857142857142,93.88142857142857,225.56714285714287,0.693217299578059,168,1,0,1,long(7-10),high(100-200),high(500-1000),low,97,False,False,False,False,0,False
3,429.0,2400.13,1411.95,169,143.0,800.0433333333334,470.65000000000003,5.594708624708625,169,2,-1,2,short(1-3),high(100-200),very_high(1000+),low,95,False,False,False,False,0,False
4,362.0,646.43,788.53,170,90.5,161.6075,197.1325,1.7857182320441987,170,1,0,1,medium(4-6),medium(50-100),high(500-1000),low,53,False,False,False,False,0,False
2,622.0,1871.56,1494.23,171,311.0,935.78,747.115,3.0089389067524115,171,2,-1,2,short(1-3),very_high(200+),very_high(1000+),high,23,False,False,False,False,0,False
1,140.0,255.99,150.34,172,140.0,255.99,150.34,1.8285,172,1,0,3,short(1-3),high(100-200),medium(100-500),low,34,False,False,False,True,1,False
8,123.0,612.55,851.24,173,15.375,76.56875,106.405,4.980081300813008,173,1,0,0,long(7-10),low(<50),high(500-1000),low,24,False,False,False,False,0,False
4,87.0,2463.92,1413.52,174,21.75,615.98,353.38,28.320919540229887,174,2,0,2,medium(4-6),low(<50),very_high(1000+),low,52,False,False,False,False,0,False
10,164.0,1144.9,1516.43,175,16.4,114.49000000000001,151.643,6.98109756097561,175,1,0,0,long(7-10),low(<50),very_high(1000+),low,43,False,False,False,False,0,False
1,989.0,2196.84,1439.17,176,989.0,2196.84,1439.17,2.221274014155713,176,3,-1,3,short(1-3),very_high(200+),very_high(1000+),high,17,False,False,True,False,1,False
4,470.0,1968.63,1501.1,177,117.5,492.1575,375.275,4.188574468085107,177,2,0,2,medium(4-6),high(100-200),very_high(1000+),low,10,False,False,False,False,0,False
1,37.0,1397.17,1092.94,178,37.0,1397.17,1092.94,37.76135135135135,178,2,-1,3,short(1-3),low(<50),very_high(1000+),low,94,False,False,True,True,2,True
8,488.0,439.7,1030.13,179,61.0,54.9625,128.76625,0.9010245901639344,179,1,0,0,long(7-10),medium(50-100),medium(100-500),low,13,False,False,False,False,0,False
12,757.0,897.4,1780.07,180,63.083333333333336,74.78333333333333,148.33916666666667,1.1854689564068692,180,0,0,0,very_long(11+),medium(50-100),high(500-1000),low,7,False,False,False,False,0,False
14,958.0,1727.76,2065.16,181,68.42857142857143,123.41142857142857,147.51142857142855,1.8035073068893528,181,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,16,False,False,False,False,0,False
2,456.0,2390.7,1342.39,182,228.0,1195.35,671.195,5.2427631578947365,182,2,-1,2,short(1-3),very_high(200+),very_high(1000+),high,39,False,False,False,True,1,False
5,733.0,41.18,771.83,183,146.6,8.236,154.366,0.056180081855388815,183,1,-1,1,medium(4-6),high(100-200),low(<100),low,83,False,False,False,False,0,False
5,291.0,1279.7,1477.12,184,58.2,255.94,295.424,4.397594501718213,184,1,0,1,medium(4-6),medium(50-100),very_high(1000+),low,12,False,False,False,False,0,False
10,478.0,2091.79,1568.41,185,47.8,209.179,156.841,4.376129707112971,185,0,0,0,long(7-10),low(<50),very_high(1000+),low,41,False,False,False,False,0,False
8,817.0,1455.73,1847.26,186,102.125,181.96625,230.9075,1.7817992656058752,186,0,0,1,long(7-10),high(100-200),very_high(1000+),low,26,False,False,False,False,0,False
6,1043.0,1404.35,1807.42,187,173.83333333333334,234.0583333333333,301.2366666666667,1.3464525407478427,187,0,0,1,medium(4-6),high(100-200),very_high(1000+),low,42,False,False,False,False,0,False
2,958.0,1855.58,1549.54,188,479.0,927.79,774.77,1.9369311064718162,188,3,-1,2,short(1-3),very_high(200+),very_high(1000+),high,54,False,False,False,False,0,False
9,524.0,474.75,935.4,189,58.22222222222222,52.75,103.93333333333334,0.9060114503816794,189,1,0,0,long(7-10),medium(50-100),medium(100-500),low,40,False,False,False,False,0,False
6,45.0,81.59,522.58,190,7.5,13.598333333333334,87.09666666666668,1.8131111111111111,190,1,0,1,medium(4-6),low(<50),low(<100),low,58,False,False,False,False,0,False
8,342.0,2259.06,1502.02,191,42.75,282.3825,187.7525,6.605438596491228,191,2,0,1,long(7-10),low(<50),very_high(1000+),low,2,False,False,False,False,0,False
12,379.0,1897.29,1682.98,192,31.583333333333332,158.1075,140.24833333333333,5.006042216358839,192,0,0,0,very_long(11+),low(<50),very_high(1000+),low,98,False,False,False,False,0,False
6,333.0,1254.68,1585.02,193,55.5,209.11333333333334,264.17,3.767807807807808,193,1,0,1,medium(4-6),medium(50-100),very_high(1000+),low,2,False,False,False,False,0,False
2,634.0,1739.81,1490.51,194,317.0,869.905,745.255,2.744179810725552,194,2,-1,2,short(1-3),very_high(200+),very_high(1000+),high,51,False,False,False,False,0,False
5,285.0,974.73,1282.84,195,57.0,194.946,256.568,3.420105263157895,195,1,0,1,medium(4-6),medium(50-100),high(500-1000),low,83,False,False,False,False,0,False
12,33.0,1249.13,1707.38,196,2.75,104.09416666666668,142.28166666666667,37.85242424242425,196,1,0,0,very_long(11+),low(<50),very_high(1000+),low,38,False,False,False,False,0,False
9,118.0,1285.82,1539.77,197,13.11111111111111,142.86888888888888,171.08555555555554,10.896779661016948,197,1,0,0,long(7-10),low(<50),very_high(1000+),low,77,False,False,False,False,0,False
1,420.0,2273.6,1220.35,198,420.0,2273.6,1220.35,5.413333333333333,198,3,-1,3,short(1-3),very_high(200+),very_high(1000+),high,34,False,False,True,False,1,False
11,312.0,2072.39,1586.22,199,28.363636363636363,188.3990909090909,144.2018181818182,6.64227564102564,199,0,0,0,very_long(11+),low(<50),very_high(1000+),low,22,False,False,False,False,0,False
10,753.0,2054.02,1779.08,200,75.3,205.402,177.908,2.727782204515272,200,0,0,0,long(7-10),medium(50-100),very_high(1000+),low,8,False,False,False,False,0,False
5,125.0,96.38,570.99,201,25.0,19.276,114.19800000000001,0.77104,201,1,0,1,medium(4-6),low(<50),low(<100),low,99,False,False,False,False,0,False
6,597.0,888.84,1395.65,202,99.5,148.14000000000001,232.60833333333335,1.4888442211055277,202,1,0,1,medium(4-6),medium(50-100),high(500-1000),low,65,False,False,False,False,0,False
12,1065.0,203.2,1408.25,203,88.75,16.933333333333334,117.35416666666667,0.1907981220657277,203,0,0,0,very_long(11+),medium(50-100),medium(100-500),low,25,False,False,False,False,0,False
1,214.0,540.03,402.81,204,214.0,540.03,402.81,2.523504672897196,204,1,-1,3,short(1-3),very_high(200+),high(500-1000),optimal,81,False,False,False,True,1,False
11,886.0,922.66,1852.24,205,80.54545454545455,83.87818181818182,168.38545454545454,1.0413769751693003,205,0,0,0,very_long(11+),medium(50-100),high(500-1000),low,24,False,False,False,False,0,False
10,621.0,978.73,1656.28,206,62.1,97.873,165.628,1.5760547504025766,206,0,0,0,long(7-10),medium(50-100),high(500-1000),low,28,False,False,False,False,0,False
4,1000.0,2355.34,1699.56,207,250.0,588.835,424.89,2.35534,207,2,0,2,medium(4-6),very_high(200+),very_high(1000+),high,56,False,False,False,False,0,False
13,534.0,1765.96,1881.36,208,41.07692307692308,135.84307692307692,144.72,3.3070411985018726,208,0,0,0,very_long(11+),low(<50),very_high(1000+),low,36,False,False,False,False,0,False
6,475.0,1800.71,1671.23,209,79.16666666666667,300.11833333333334,278.53833333333336,3.7909684210526318,209,2,0,1,medium(4-6),medium(50-100),very_high(1000+),low,23,False,False,False,False,0,False
11,623.0,2265.21,1739.18,210,56.63636363636363,205.92818181818183,158.10727272727274,3.635971107544141,210,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,18,False,False,False,False,0,False
1,620.0,973.91,1112.02,211,620.0,973.91,1112.02,1.5708225806451612,211,3,-1,3,short(1-3),very_high(200+),high(500-1000),high,2,False,False,False,False,0,False
13,1004.0,1757.75,1960.67,212,77.23076923076923,135.21153846153845,150.82076923076923,1.7507470119521913,212,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,67,False,False,False,False,0,False
8,962.0,1929.63,1897.19,213,120.25,241.20375,237.14875,2.005852390852391,213,0,0,1,long(7-10),high(100-200),very_high(1000+),low,19,False,False,False,False,0,False
14,516.0,1464.67,1842.1,214,36.857142857142854,104.61928571428572,131.57857142857142,2.8385077519379847,214,0,0,0,very_long(11+),low(<50),very_high(1000+),low,10,False,False,False,False,0,False
11,685.0,2272.75,1873.94,215,62.27272727272727,206.61363636363637,170.35818181818183,3.317883211678832,215,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,94,False,False,False,False,0,False
3,307.0,266.21,540.97,216,102.33333333333333,88.73666666666666,180.32333333333335,0.8671335504885993,216,1,0,2,short(1-3),high(100-200),medium(100-500),low,97,False,False,False,False,0,False
3,375.0,1346.21,1339.93,217,125.0,448.7366666666667,446.6433333333334,3.5898933333333334,217,2,0,2,short(1-3),high(100-200),very_high(1000+),low,93,False,False,False,False,0,False
4,1124.0,2177.18,1567.43,218,281.0,544.295,391.8575,1.9369928825622775,218,2,0,2,medium(4-6),very_high(200+),very_high(1000+),high,43,False,False,False,False,0,False
3,779.0,2110.9,1520.73,219,259.6666666666667,703.6333333333333,506.91,2.709756097560976,219,2,-1,2,short(1-3),very_high(200+),very_high(1000+),high,73,False,False,False,False,0,False
8,1173.0,671.25,1419.34,220,146.625,83.90625,177.4175,0.5722506393861893,220,0,0,1,long(7-10),high(100-200),high(500-1000),low,34,False,False,False,False,0,False
14,47.0,1667.14,1745.18,221,3.357142857142857,119.08142857142857,124.6557142857143,35.471063829787234,221,0,0,0,very_long(11+),low(<50),very_high(1000+),low,18,False,False,False,False,0,False
3,981.0,2008.83,1539.47,222,327.0,669.61,513.1566666666666,2.0477370030581037,222,2,5,2,short(1-3),very_high(200+),very_high(1000+),high,47,False,False,False,False,0,False
5,516.0,1450.67,1547.5,223,103.2,290.134,309.5,2.811375968992248,223,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,50,False,False,False,False,0,False
6,471.0,332.51,872.19,224,78.5,55.41833333333333,145.365,0.7059660297239915,224,1,0,1,medium(4-6),medium(50-100),medium(100-500),low,19,False,False,False,False,0,False
2,941.0,1565.77,1432.79,225,470.5,782.885,716.395,1.66394261424017,225,3,-1,2,short(1-3),very_high(200+),very_high(1000+),high,79,False,False,False,False,0,False
10,377.0,301.96,837.36,226,37.7,30.195999999999998,83.736,0.8009549071618036,226,1,0,0,long(7-10),low(<50),medium(100-500),low,36,False,False,False,False,0,False
7,273.0,285.83,793.58,227,39.0,40.832857142857144,113.36857142857143,1.0469963369963369,227,1,0,0,long(7-10),low(<50),medium(100-500),low,58,False,False,False,False,0,False
1,458.0,834.7,737.28,228,458.0,834.7,737.28,1.8224890829694325,228,2,-1,3,short(1-3),very_high(200+),high(500-1000),high,28,False,False,False,False,0,False
11,772.0,932.31,1575.52,229,70.18181818181819,84.75545454545454,143.2290909090909,1.2076554404145077,229,0,0,0,very_long(11+),medium(50-100),high(500-1000),low,52,False,False,False,False,0,False
11,36.0,1541.47,1593.24,230,3.272727272727273,140.13363636363636,144.84,42.81861111111111,230,1,0,0,very_long(11+),low(<50),very_high(1000+),low,24,False,False,False,False,0,False
12,211.0,1048.29,1579.73,231,17.583333333333332,87.3575,131.64416666666668,4.968199052132701,231,1,0,0,very_long(11+),low(<50),very_high(1000+),low,73,False,False,False,False,0,False
7,987.0,2164.1,1839.67,232,141.0,309.15714285714284,262.81,2.1926038500506584,232,0,0,1,long(7-10),high(100-200),very_high(1000+),low,67,False,False,False,False,0,False
9,662.0,2275.59,1599.27,233,73.55555555555556,252.84333333333336,177.69666666666666,3.4374471299093656,233,0,0,1,long(7-10),medium(50-100),very_high(1000+),low,27,False,False,False,False,0,False
12,96.0,1164.37,1553.21,234,8.0,97.03083333333332,129.43416666666667,12.128854166666665,234,1,0,0,very_long(11+),low(<50),very_high(1000+),low,21,False,False,False,False,0,False
5,569.0,1856.7,1623.81,235,113.8,371.34000000000003,324.762,3.2630931458699473,235,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,81,False,False,False,False,0,False
12,128.0,477.17,874.99,236,10.666666666666666,39.76416666666667,72.91583333333334,3.727890625,236,1,0,0,very_long(11+),low(<50),medium(100-500),low,99,False,False,False,False,0,False
4,886.0,2401.28,1698.0,237,221.5,600.32,424.5,2.7102483069977428,237,2,0,2,medium(4-6),very_high(200+),very_high(1000+),high,0,False,False,False,False,0,False
13,19.0,807.27,1331.53,238,1.4615384615384615,62.097692307692306,102.42538461538462,42.4878947368421,238,1,0,0,very_long(11+),low(<50),high(500-1000),low,53,False,False,False,False,0,False
8,275.0,2347.09,1454.47,239,34.375,293.38625,181.80875,8.534872727272727,239,2,0,1,long(7-10),low(<50),very_high(1000+),low,47,False,False,False,False,0,False
9,963.0,588.5,1434.42,240,107.0,65.38888888888889,159.38,0.6111111111111112,240,0,0,0,long(7-10),high(100-200),high(500-1000),low,42,False,False,False,False,0,False
14,1056.0,2489.69,1894.16,241,75.42857142857143,177.835,135.29714285714286,2.357660984848485,241,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,16,False,False,False,False,0,False
5,728.0,423.16,947.72,242,145.6,84.632,189.544,0.5812637362637363,242,1,0,1,medium(4-6),high(100-200),medium(100-500),low,72,False,False,False,False,0,False
4,286.0,1063.49,418.17,243,71.5,265.8725,104.5425,3.7184965034965036,243,1,0,1,medium(4-6),medium(50-100),very_high(1000+),low,17,False,False,False,False,0,False
11,332.0,1352.48,1663.39,244,30.181818181818183,122.95272727272727,151.21727272727273,4.073734939759036,244,0,0,0,very_long(11+),low(<50),very_high(1000+),low,39,False,False,False,False,0,False
12,49.0,1118.38,1494.81,245,4.083333333333333,93.19833333333334,124.5675,22.824081632653062,245,1,0,0,very_long(11+),low(<50),very_high(1000+),low,81,False,False,False,False,0,False
2,18.0,2503.46,1206.95,246,9.0,1251.73,603.475,139.0811111111111,246,2,-1,2,short(1-3),low(<50),very_high(1000+),low,95,False,False,True,True,2,True
14,592.0,1268.36,1930.24,247,42.285714285714285,90.59714285714286,137.87428571428572,2.1424999999999996,247,0,0,0,very_long(11+),low(<50),very_high(1000+),low,24,False,False,False,False,0,False
3,892.0,171.32,875.39,248,297.3333333333333,57.10666666666666,291.7966666666667,0.1920627802690583,248,1,0,2,short(1-3),very_high(200+),medium(100-500),high,39,False,False,False,False,0,False
11,741.0,1872.39,1847.08,249,67.36363636363636,170.21727272727273,167.91636363636363,2.526842105263158,249,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,8,False,False,False,False,0,False
14,807.0,2358.41,1819.41,250,57.642857142857146,168.45785714285714,129.95785714285714,2.922441140024783,250,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,41,False,False,False,False,0,False
5,873.0,1584.53,1796.7,251,174.6,316.906,359.34000000000003,1.8150400916380298,251,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,70,False,False,False,False,0,False
3,1159.0,2209.44,1434.84,252,386.3333333333333,736.48,478.28,1.9063330457290768,252,2,5,2,short(1-3),very_high(200+),very_high(1000+),high,84,False,False,False,False,0,False
11,920.0,1338.65,1871.27,253,83.63636363636364,121.69545454545455,170.11545454545455,1.4550543478260871,253,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,27,False,False,False,False,0,False
1,388.0,390.7,332.06,254,388.0,390.7,332.06,1.006958762886598,254,1,-1,3,short(1-3),very_high(200+),medium(100-500),high,6,False,False,False,False,0,False
9,576.0,1059.79,1547.5,255,64.0,117.75444444444445,171.94444444444446,1.8399131944444445,255,1,0,0,long(7-10),medium(50-100),very_high(1000+),low,50,False,False,False,False,0,False
9,524.0,2367.12,1640.78,256,58.22222222222222,263.0133333333333,182.30888888888887,4.517404580152672,256,0,0,1,long(7-10),medium(50-100),very_high(1000+),low,78,False,False,False,False,0,False
10,459.0,2183.11,1559.59,257,45.9,218.311,155.959,4.756230936819172,257,0,0,0,long(7-10),low(<50),very_high(1000+),low,59,False,False,False,False,0,False
4,725.0,588.9,1097.95,258,181.25,147.225,274.4875,0.8122758620689655,258,1,0,1,medium(4-6),high(100-200),high(500-1000),optimal,95,False,False,False,False,0,False
1,992.0,958.87,1222.41,259,992.0,958.87,1222.41,0.9666028225806451,259,3,-1,3,short(1-3),very_high(200+),high(500-1000),high,41,False,False,True,False,1,False
10,536.0,2194.42,1615.13,260,53.6,219.442,161.513,4.094067164179105,260,0,0,0,long(7-10),medium(50-100),very_high(1000+),low,13,False,False,False,False,0,False
11,1126.0,1593.03,2143.74,261,102.36363636363636,144.82090909090908,194.88545454545454,1.4147690941385436,261,0,0,0,very_long(11+),high(100-200),very_high(1000+),low,73,False,False,False,False,0,False
10,314.0,1098.8,1539.1,262,31.4,109.88,153.91,3.4993630573248407,262,1,0,0,long(7-10),low(<50),very_high(1000+),low,10,False,False,False,False,0,False
1,9.0,2246.28,1120.22,263,9.0,2246.28,1120.22,249.5866666666667,263,2,-1,3,short(1-3),low(<50),very_high(1000+),low,22,False,False,True,True,2,True
11,706.0,1508.23,2030.59,264,64.18181818181819,137.1118181818182,184.5990909090909,2.136303116147309,264,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,59,False,False,False,False,0,False
10,976.0,2166.02,1775.03,265,97.6,216.602,177.503,2.219282786885246,265,0,0,0,long(7-10),medium(50-100),very_high(1000+),low,3,False,False,False,False,0,False
5,1028.0,653.19,1313.95,266,205.6,130.638,262.79,0.635398832684825,266,1,0,1,medium(4-6),very_high(200+),high(500-1000),optimal,95,False,False,False,False,0,False
8,1166.0,99.47,1149.07,267,145.75,12.43375,143.63375,0.08530874785591766,267,1,0,1,long(7-10),high(100-200),low(<100),low,7,False,False,False,False,0,False
12,882.0,1958.14,1944.88,268,73.5,163.17833333333334,162.07333333333335,2.2201133786848075,268,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,88,False,False,False,False,0,False
11,448.0,732.79,1090.35,269,40.72727272727273,66.61727272727272,99.12272727272726,1.6356919642857142,269,1,0,0,very_long(11+),low(<50),high(500-1000),low,34,False,False,False,False,0,False
7,623.0,1691.39,1800.86,270,89.0,241.62714285714287,257.2657142857143,2.7149117174959874,270,0,0,1,long(7-10),medium(50-100),very_high(1000+),low,86,False,False,False,False,0,False
3,127.0,293.49,303.2,271,42.333333333333336,97.83,101.06666666666666,2.310944881889764,271,1,0,2,short(1-3),low(<50),medium(100-500),low,20,False,False,False,False,0,False
12,218.0,486.02,1005.67,272,18.166666666666668,40.501666666666665,83.80583333333333,2.2294495412844038,272,1,0,0,very_long(11+),low(<50),medium(100-500),low,67,False,False,False,False,0,False
3,1166.0,530.44,785.59,273,388.6666666666667,176.81333333333336,261.86333333333334,0.4549228130360206,273,1,0,2,short(1-3),very_high(200+),high(500-1000),high,59,False,False,False,False,0,False
11,17.0,550.58,830.07,274,1.5454545454545454,50.052727272727275,75.4609090909091,32.387058823529415,274,1,0,0,very_long(11+),low(<50),high(500-1000),low,7,False,False,False,False,0,False
9,696.0,1749.97,1649.49,275,77.33333333333333,194.44111111111113,183.27666666666667,2.514324712643678,275,0,0,1,long(7-10),medium(50-100),very_high(1000+),low,49,False,False,False,False,0,False
4,305.0,125.79,664.43,276,76.25,31.4475,166.1075,0.41242622950819674,276,1,0,1,medium(4-6),medium(50-100),medium(100-500),low,43,False,False,False,False,0,False
12,104.0,1300.05,1779.92,277,8.666666666666666,108.33749999999999,148.32666666666668,12.50048076923077,277,1,0,0,very_long(11+),low(<50),very_high(1000+),low,92,False,False,False,False,0,False
1,303.0,931.53,857.42,278,303.0,931.53,857.42,3.074356435643564,278,2,2,3,short(1-3),very_high(200+),high(500-1000),high,42,False,False,False,False,0,False
8,1012.0,2390.84,1732.12,279,126.5,298.855,216.515,2.362490118577075,279,0,0,1,long(7-10),high(100-200),very_high(1000+),low,12,False,False,False,False,0,False
9,938.0,2224.29,1913.87,280,104.22222222222223,247.14333333333332,212.6522222222222,2.371311300639659,280,0,0,1,long(7-10),high(100-200),very_high(1000+),low,87,False,False,False,False,0,False
3,471.0,288.19,535.67,281,157.0,96.06333333333333,178.55666666666664,0.611868365180467,281,1,0,2,short(1-3),high(100-200),medium(100-500),low,66,False,False,False,False,0,False
5,72.0,977.67,1156.55,282,14.4,195.534,231.31,13.57875,282,1,0,1,medium(4-6),low(<50),high(500-1000),low,55,False,False,False,False,0,False
10,160.0,2272.56,1642.15,283,16.0,227.256,164.215,14.2035,283,0,0,0,long(7-10),low(<50),very_high(1000+),low,15,False,False,False,False,0,False
10,965.0,1851.28,1805.77,284,96.5,185.128,180.577,1.9184248704663212,284,0,0,0,long(7-10),medium(50-100),very_high(1000+),low,77,False,False,False,False,0,False
3,266.0,2178.16,1447.95,285,88.66666666666667,726.0533333333333,482.65000000000003,8.188571428571429,285,2,0,2,short(1-3),medium(50-100),very_high(1000+),low,95,False,False,False,False,0,False
12,734.0,2491.82,1792.31,286,61.166666666666664,207.65166666666667,149.35916666666665,3.394850136239782,286,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,31,False,False,False,False,0,False
12,64.0,1641.01,1710.72,287,5.333333333333333,136.75083333333333,142.56,25.64078125,287,0,0,0,very_long(11+),low(<50),very_high(1000+),low,72,False,False,False,False,0,False
9,497.0,1845.08,1674.09,288,55.22222222222222,205.0088888888889,186.01,3.712434607645875,288,0,0,0,long(7-10),medium(50-100),very_high(1000+),low,9,False,False,False,False,0,False
3,781.0,1801.38,1586.21,289,260.3333333333333,600.46,528.7366666666667,2.306504481434059,289,2,-1,2,short(1-3),very_high(200+),very_high(1000+),high,21,False,False,False,False,0,False
3,158.0,1070.74,1183.16,290,52.666666666666664,356.91333333333336,394.3866666666667,6.7768354430379745,290,1,0,2,short(1-3),medium(50-100),very_high(1000+),low,16,False,False,False,False,0,False
3,1096.0,200.27,802.96,291,365.3333333333333,66.75666666666667,267.65333333333336,0.18272810218978103,291,1,0,2,short(1-3),very_high(200+),medium(100-500),high,96,False,False,False,False,0,False
11,1116.0,2067.8,1987.44,292,101.45454545454545,187.9818181818182,180.67636363636365,1.8528673835125449,292,0,0,0,very_long(11+),high(100-200),very_high(1000+),low,44,False,False,False,False,0,False
10,831.0,39.86,982.64,293,83.1,3.9859999999999998,98.264,0.047966305655836344,293,1,0,0,long(7-10),medium(50-100),low(<100),low,64,False,False,False,False,0,False
14,124.0,1064.64,1761.68,294,8.857142857142858,76.0457142857143,125.83428571428571,8.585806451612903,294,1,0,0,very_long(11+),low(<50),very_high(1000+),low,68,False,False,False,False,0,False
4,10.0,1262.73,1261.41,295,2.5,315.6825,315.3525,126.273,295,1,0,2,medium(4-6),low(<50),very_high(1000+),low,41,False,False,False,False,0,False
5,955.0,106.86,897.78,296,191.0,21.372,179.55599999999998,0.11189528795811518,296,1,0,1,medium(4-6),high(100-200),medium(100-500),optimal,78,False,False,False,True,1,False
7,1176.0,2489.13,1921.16,297,168.0,355.59000000000003,274.4514285714286,2.116607142857143,297,0,0,1,long(7-10),high(100-200),very_high(1000+),low,16,False,False,False,False,0,False
6,803.0,465.6,1012.0,298,133.83333333333334,77.60000000000001,168.66666666666666,0.5798256537982566,298,1,0,1,medium(4-6),high(100-200),medium(100-500),low,0,False,False,False,False,0,False
9,868.0,62.12,1022.81,299,96.44444444444444,6.902222222222222,113.64555555555555,0.07156682027649769,299,1,0,0,long(7-10),medium(50-100),low(<100),low,81,False,False,False,False,0,False
1,181.0,128.05,225.12,300,181.0,128.05,225.12,0.7074585635359116,300,1,0,3,short(1-3),high(100-200),medium(100-500),optimal,12,False,False,False,True,1,False
3,70.0,631.88,564.16,301,23.333333333333332,210.62666666666667,188.0533333333333,9.026857142857143,301,1,0,2,short(1-3),low(<50),high(500-1000),low,16,False,False,False,False,0,False
8,1090.0,419.76,1189.47,302,136.25,52.47,148.68375,0.3851009174311927,302,1,0,1,long(7-10),high(100-200),medium(100-500),low,47,False,False,False,False,0,False
14,1184.0,2269.89,1943.24,303,84.57142857142857,162.135,138.80285714285714,1.9171368243243243,303,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,24,False,False,False,False,0,False
1,735.0,1676.9,1365.21,304,735.0,1676.9,1365.21,2.281496598639456,304,3,3,3,short(1-3),very_high(200+),very_high(1000+),high,21,False,False,True,False,1,False
2,547.0,119.09,509.52,305,273.5,59.545,254.76,0.2177148080438757,305,1,0,2,short(1-3),very_high(200+),medium(100-500),high,52,False,False,False,False,0,False
11,265.0,218.66,949.34,306,24.09090909090909,19.87818181818182,86.30363636363637,0.8251320754716981,306,1,0,0,very_long(11+),low(<50),medium(100-500),low,34,False,False,False,False,0,False
10,223.0,886.32,1305.54,307,22.3,88.632,130.554,3.974529147982063,307,1,0,0,long(7-10),low(<50),high(500-1000),low,54,False,False,False,False,0,False
12,959.0,1947.82,1833.24,308,79.91666666666667,162.31833333333333,152.77,2.031094890510949,308,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,24,False,False,False,False,0,False
11,498.0,1578.39,1793.52,309,45.27272727272727,143.49,163.0472727272727,3.1694578313253015,309,0,0,0,very_long(11+),low(<50),very_high(1000+),low,52,False,False,False,False,0,False
14,127.0,988.4,1688.9,310,9.071428571428571,70.6,120.63571428571429,7.782677165354331,310,1,0,0,very_long(11+),low(<50),high(500-1000),low,90,False,False,False,False,0,False
3,621.0,214.08,779.66,311,207.0,71.36,259.88666666666666,0.34473429951690826,311,1,0,2,short(1-3),very_high(200+),medium(100-500),optimal,66,False,False,False,True,1,False
6,1193.0,2241.5,1839.47,312,198.83333333333334,373.5833333333333,306.5783333333333,1.8788767812238056,312,0,0,1,medium(4-6),high(100-200),very_high(1000+),optimal,47,False,False,False,False,0,False
4,448.0,2055.97,1497.46,313,112.0,513.9925,374.365,4.58921875,313,2,0,2,medium(4-6),high(100-200),very_high(1000+),low,46,False,False,False,False,0,False
8,466.0,2064.63,1558.12,314,58.25,258.07875,194.765,4.430536480686696,314,0,0,1,long(7-10),medium(50-100),very_high(1000+),low,12,False,False,False,False,0,False
