days,miles,receipts,reimbursement,miles_per_day,receipts_per_day,efficiency_score,is_5_day,is_efficient,receipt_category,base_per_diem,reimbursement_minus_base,miles_tier,predicted,residual,abs_error
8,123.0,612.55,851.24,15.375,76.56875,15.375,0,0,high,800,51.24000000000001,"(100, 200]",871.6639730422091,-20.423973042209127,20.423973042209127
4,87.0,2463.92,1413.52,21.75,615.98,21.75,0,0,,400,1013.52,"(0, 100]",1007.6014042433566,405.9185957566434,405.9185957566434
10,164.0,1144.9,1516.43,16.4,114.49000000000001,16.4,0,0,very_high,1000,516.4300000000001,"(100, 200]",1500.426408905839,16.003591094161038,16.003591094161038
1,989.0,2196.84,1439.17,989.0,2196.84,989.0,0,0,,100,1339.17,"(800, 1000]",1426.1025635941828,13.067436405817261,13.067436405817261
4,470.0,1968.63,1501.1,117.5,492.1575,117.5,0,0,very_high,400,1101.1,"(400, 600]",1496.9945776035936,4.105422396406311,4.105422396406311
1,37.0,1397.17,1092.94,37.0,1397.17,37.0,0,0,very_high,100,992.94,"(0, 100]",1105.6778572359528,-12.737857235952788,12.737857235952788
8,488.0,439.7,1030.13,61.0,54.9625,61.0,0,0,medium_high,800,230.1300000000001,"(400, 600]",930.6570494048274,99.47295059517273,99.47295059517273
12,757.0,897.4,1780.07,63.083333333333336,74.78333333333333,63.083333333333336,0,0,very_high,1200,580.0699999999999,"(600, 800]",1704.6816040009192,75.38839599908079,75.38839599908079
14,958.0,1727.76,2065.16,68.42857142857143,123.41142857142857,68.42857142857143,0,0,very_high,1400,665.1599999999999,"(800, 1000]",2028.7956815268296,36.364318473170215,36.364318473170215
2,456.0,2390.7,1342.39,228.0,1195.35,228.0,0,0,,200,1142.39,"(400, 600]",1379.3383466227428,-36.94834662274275,36.94834662274275
5,733.0,41.18,771.83,146.6,8.236,146.6,1,0,very_low,500,271.83000000000004,"(600, 800]",876.1823833815175,-104.35238338151748,104.35238338151748
5,291.0,1279.7,1477.12,58.2,255.94,58.2,1,0,very_high,500,977.1199999999999,"(200, 400]",1411.9093813148158,65.21061868518404,65.21061868518404
10,478.0,2091.79,1568.41,47.8,209.179,47.8,0,0,,1000,568.4100000000001,"(400, 600]",1590.4627896108482,-22.052789610848095,22.052789610848095
8,817.0,1455.73,1847.26,102.125,181.96625,102.125,0,0,very_high,800,1047.26,"(800, 1000]",1776.9306019211615,70.3293980788385,70.3293980788385
6,1043.0,1404.35,1807.42,173.83333333333334,234.0583333333333,173.83333333333334,0,0,very_high,600,1207.42,,1810.8876747162,-3.4676747162000083,3.4676747162000083
2,958.0,1855.58,1549.54,479.0,927.79,479.0,0,0,very_high,200,1349.54,"(800, 1000]",1507.9043865875585,41.635613412441444,41.635613412441444
9,524.0,474.75,935.4,58.22222222222222,52.75,58.22222222222222,0,0,medium_high,900,35.39999999999998,"(400, 600]",967.7741358648328,-32.37413586483285,32.37413586483285
6,45.0,81.59,522.58,7.5,13.598333333333334,7.5,0,0,low,600,-77.41999999999996,"(0, 100]",562.8740062222447,-40.29400622224466,40.29400622224466
8,342.0,2259.06,1502.02,42.75,282.3825,42.75,0,0,,800,702.02,"(200, 400]",1539.086803258949,-37.066803258948994,37.066803258948994
12,379.0,1897.29,1682.98,31.583333333333332,158.1075,31.583333333333332,0,0,very_high,1200,482.98,"(200, 400]",1716.6205634025287,-33.64056340252864,33.64056340252864
6,333.0,1254.68,1585.02,55.5,209.11333333333334,55.5,0,0,very_high,600,985.02,"(200, 400]",1532.243474896063,52.77652510393705,52.77652510393705
2,634.0,1739.81,1490.51,317.0,869.905,317.0,0,0,very_high,200,1290.51,"(600, 800]",1484.2919643564976,6.21803564350239,6.21803564350239
5,285.0,974.73,1282.84,57.0,194.946,57.0,1,0,very_high,500,782.8399999999999,"(200, 400]",1225.0932995924504,57.7467004075495,57.7467004075495
12,33.0,1249.13,1707.38,2.75,104.09416666666668,2.75,0,0,very_high,1200,507.3800000000001,"(0, 100]",1651.088333461367,56.29166653863308,56.29166653863308
9,118.0,1285.82,1539.77,13.11111111111111,142.86888888888888,13.11111111111111,0,0,very_high,900,639.77,"(100, 200]",1561.2729340763315,-21.502934076331485,21.502934076331485
1,420.0,2273.6,1220.35,420.0,2273.6,420.0,0,0,,100,1120.35,"(400, 600]",1231.478593517501,-11.12859351750103,11.12859351750103
11,312.0,2072.39,1586.22,28.363636363636363,188.3990909090909,28.363636363636363,0,0,,1100,486.22,"(200, 400]",1619.5243259805757,-33.30432598057564,33.30432598057564
10,753.0,2054.02,1779.08,75.3,205.402,75.3,0,0,,1000,779.0799999999999,"(600, 800]",1759.0678532316629,20.01214676833706,20.01214676833706
5,125.0,96.38,570.99,25.0,19.276,25.0,1,0,low,500,70.99000000000001,"(100, 200]",553.7196216500296,17.27037834997043,17.27037834997043
6,597.0,888.84,1395.65,99.5,148.14000000000001,99.5,0,0,very_high,600,795.6500000000001,"(400, 600]",1340.914178534544,54.73582146545618,54.73582146545618
12,1065.0,203.2,1408.25,88.75,16.933333333333334,88.75,0,0,medium,1200,208.25,,1339.4687046227864,68.78129537721361,68.78129537721361
1,214.0,540.03,402.81,214.0,540.03,214.0,0,1,medium_high,100,302.81,"(200, 400]",331.4161433570699,71.39385664293007,71.39385664293007
11,886.0,922.66,1852.24,80.54545454545455,83.87818181818182,80.54545454545455,0,0,very_high,1100,752.24,"(800, 1000]",1766.2056316571475,86.03436834285253,86.03436834285253
10,621.0,978.73,1656.28,62.1,97.873,62.1,0,0,very_high,1000,656.28,"(600, 800]",1612.494467648627,43.78553235137292,43.78553235137292
4,1000.0,2355.34,1699.56,250.0,588.835,250.0,0,0,,400,1299.56,"(800, 1000]",1596.8255673531662,102.73443264683374,102.73443264683374
13,534.0,1765.96,1881.36,41.07692307692308,135.84307692307692,41.07692307692308,0,0,very_high,1300,581.3599999999999,"(400, 600]",1933.4807488663491,-52.12074886634923,52.12074886634923
6,475.0,1800.71,1671.23,79.16666666666667,300.11833333333334,79.16666666666667,0,0,very_high,600,1071.23,"(400, 600]",1580.9201439693563,90.30985603064369,90.30985603064369
11,623.0,2265.21,1739.18,56.63636363636363,205.92818181818183,56.63636363636363,0,0,,1100,639.1800000000001,"(600, 800]",1716.3523706135734,22.82762938642668,22.82762938642668
1,620.0,973.91,1112.02,620.0,973.91,620.0,0,0,very_high,100,1012.02,"(600, 800]",1079.3297836304407,32.690216369559266,32.690216369559266
13,1004.0,1757.75,1960.67,77.23076923076923,135.21153846153845,77.23076923076923,0,0,very_high,1300,660.6700000000001,,2010.2602474590215,-49.590247459021384,49.590247459021384
8,962.0,1929.63,1897.19,120.25,241.20375,120.25,0,0,very_high,800,1097.19,"(800, 1000]",1829.5247158880195,67.66528411198055,67.66528411198055
14,516.0,1464.67,1842.1,36.857142857142854,104.61928571428572,36.857142857142854,0,0,very_high,1400,442.0999999999999,"(400, 600]",1908.7925055353774,-66.69250553537745,66.69250553537745
11,685.0,2272.75,1873.94,62.27272727272727,206.61363636363637,62.27272727272727,0,0,,1100,773.94,"(600, 800]",1725.5643490518537,148.37565094814636,148.37565094814636
3,307.0,266.21,540.97,102.33333333333333,88.73666666666666,102.33333333333333,0,0,medium,300,240.97000000000003,"(200, 400]",537.0134448702205,3.956555129779531,3.956555129779531
3,375.0,1346.21,1339.93,125.0,448.7366666666667,125.0,0,0,very_high,300,1039.93,"(200, 400]",1394.5499542769546,-54.61995427695456,54.61995427695456
4,1124.0,2177.18,1567.43,281.0,544.295,281.0,0,0,,400,1167.43,,1585.8467366979662,-18.416736697966144,18.416736697966144
3,779.0,2110.9,1520.73,259.6666666666667,703.6333333333333,259.6666666666667,0,0,,300,1220.73,"(600, 800]",1532.7162051875744,-11.986205187574342,11.986205187574342
8,1173.0,671.25,1419.34,146.625,83.90625,146.625,0,0,high,800,619.3399999999999,,1567.2600864452854,-147.9200864452855,147.9200864452855
14,47.0,1667.14,1745.18,3.357142857142857,119.08142857142857,3.357142857142857,0,0,very_high,1400,345.18000000000006,"(0, 100]",1727.413573200145,17.766426799855026,17.766426799855026
3,981.0,2008.83,1539.47,327.0,669.61,327.0,0,0,,300,1239.47,"(800, 1000]",1525.865208358579,13.604791641421116,13.604791641421116
5,516.0,1450.67,1547.5,103.2,290.134,103.2,1,0,very_high,500,1047.5,"(400, 600]",1348.6909653135797,198.80903468642032,198.80903468642032
6,471.0,332.51,872.19,78.5,55.41833333333333,78.5,0,0,medium_high,600,272.19000000000005,"(400, 600]",848.8897631599312,23.300236840068806,23.300236840068806
2,941.0,1565.77,1432.79,470.5,782.885,470.5,0,0,very_high,200,1232.79,"(800, 1000]",1478.8518109921952,-46.061810992195205,46.061810992195205
10,377.0,301.96,837.36,37.7,30.195999999999998,37.7,0,0,medium_high,1000,-162.64,"(200, 400]",872.3469897132027,-34.98698971320266,34.98698971320266
7,273.0,285.83,793.58,39.0,40.832857142857144,39.0,0,0,medium,700,93.58000000000004,"(200, 400]",786.173435498264,7.406564501736057,7.406564501736057
1,458.0,834.7,737.28,458.0,834.7,458.0,0,0,very_high,100,637.28,"(400, 600]",775.6411871724704,-38.36118717247041,38.36118717247041
11,772.0,932.31,1575.52,70.18181818181819,84.75545454545454,70.18181818181819,0,0,very_high,1100,475.52,"(600, 800]",1643.641587649142,-68.12158764914193,68.12158764914193
11,36.0,1541.47,1593.24,3.272727272727273,140.13363636363636,3.272727272727273,0,0,very_high,1100,493.24,"(0, 100]",1621.0594894034537,-27.819489403453645,27.819489403453645
12,211.0,1048.29,1579.73,17.583333333333332,87.3575,17.583333333333332,0,0,very_high,1200,379.73,"(200, 400]",1568.4779245853606,11.252075414639421,11.252075414639421
7,987.0,2164.1,1839.67,141.0,309.15714285714284,141.0,0,0,,700,1139.67,"(800, 1000]",1887.3509129914942,-47.6809129914941,47.6809129914941
9,662.0,2275.59,1599.27,73.55555555555556,252.84333333333336,73.55555555555556,0,0,,900,699.27,"(600, 800]",1667.9761324905448,-68.70613249054486,68.70613249054486
12,96.0,1164.37,1553.21,8.0,97.03083333333332,8.0,0,0,very_high,1200,353.21000000000004,"(0, 100]",1570.3517141747132,-17.141714174713115,17.141714174713115
5,569.0,1856.7,1623.81,113.8,371.34000000000003,113.8,1,0,very_high,500,1123.81,"(400, 600]",1615.2540355690323,8.555964430967606,8.555964430967606
12,128.0,477.17,874.99,10.666666666666666,39.76416666666667,10.666666666666666,0,0,medium_high,1200,-325.01,"(100, 200]",938.5531134772247,-63.56311347722465,63.56311347722465
4,886.0,2401.28,1698.0,221.5,600.32,221.5,0,0,,400,1298.0,"(800, 1000]",1565.3745714719857,132.62542852801425,132.62542852801425
13,19.0,807.27,1331.53,1.4615384615384615,62.097692307692306,1.4615384615384615,0,0,very_high,1300,31.529999999999973,"(0, 100]",1251.2946194564406,80.23538054355936,80.23538054355936
8,275.0,2347.09,1454.47,34.375,293.38625,34.375,0,0,,800,654.47,"(200, 400]",1517.650039150547,-63.18003915054692,63.18003915054692
9,963.0,588.5,1434.42,107.0,65.38888888888889,107.0,0,0,medium_high,900,534.4200000000001,"(800, 1000]",1412.5642018211654,21.855798178834675,21.855798178834675
14,1056.0,2489.69,1894.16,75.42857142857143,177.835,75.42857142857143,0,0,,1400,494.1600000000001,,1871.9937649107824,22.166235089217707,22.166235089217707
5,728.0,423.16,947.72,145.6,84.632,145.6,1,0,medium_high,500,447.72,"(600, 800]",972.4680878966237,-24.7480878966237,24.7480878966237
4,286.0,1063.49,418.17,71.5,265.8725,71.5,0,0,very_high,400,18.170000000000016,"(200, 400]",1044.0941795245722,-625.9241795245721,625.9241795245721
11,332.0,1352.48,1663.39,30.181818181818183,122.95272727272727,30.181818181818183,0,0,very_high,1100,563.3900000000001,"(200, 400]",1660.5193108875692,2.8706891124309095,2.8706891124309095
12,49.0,1118.38,1494.81,4.083333333333333,93.19833333333334,4.083333333333333,0,0,very_high,1200,294.80999999999995,"(0, 100]",1549.7118438813632,-54.90184388136322,54.90184388136322
2,18.0,2503.46,1206.95,9.0,1251.73,9.0,0,0,,200,1006.95,"(0, 100]",1189.3879164024088,17.562083597591254,17.562083597591254
14,592.0,1268.36,1930.24,42.285714285714285,90.59714285714286,42.285714285714285,0,0,very_high,1400,530.24,"(400, 600]",1902.050780123804,28.18921987619592,28.18921987619592
3,892.0,171.32,875.39,297.3333333333333,57.10666666666666,297.3333333333333,0,0,medium,300,575.39,"(800, 1000]",771.7524725614178,103.6375274385822,103.6375274385822
11,741.0,1872.39,1847.08,67.36363636363636,170.21727272727273,67.36363636363636,0,0,very_high,1100,747.0799999999999,"(600, 800]",1813.170369093458,33.909630906541906,33.909630906541906
14,807.0,2358.41,1819.41,57.642857142857146,168.45785714285714,57.642857142857146,0,0,,1400,419.4100000000001,"(800, 1000]",1905.2347942874885,-85.82479428748843,85.82479428748843
5,873.0,1584.53,1796.7,174.6,316.906,174.6,1,0,very_high,500,1296.7,"(800, 1000]",1739.9207167298846,56.77928327011546,56.77928327011546
3,1159.0,2209.44,1434.84,386.3333333333333,736.48,386.3333333333333,0,0,,300,1134.84,,1475.5380593611624,-40.69805936116245,40.69805936116245
11,920.0,1338.65,1871.27,83.63636363636364,121.69545454545455,83.63636363636364,0,0,very_high,1100,771.27,"(800, 1000]",1901.9977843662061,-30.72778436620615,30.72778436620615
1,388.0,390.7,332.06,388.0,390.7,388.0,0,0,medium_high,100,232.06,"(200, 400]",286.68036629466417,45.379633705335834,45.379633705335834
9,576.0,1059.79,1547.5,64.0,117.75444444444445,64.0,0,0,very_high,900,647.5,"(400, 600]",1613.0040030123726,-65.50400301237255,65.50400301237255
9,524.0,2367.12,1640.78,58.22222222222222,263.0133333333333,58.22222222222222,0,0,,900,740.78,"(400, 600]",1660.5216995571807,-19.74169955718071,19.74169955718071
10,459.0,2183.11,1559.59,45.9,218.311,45.9,0,0,,1000,559.5899999999999,"(400, 600]",1590.4627896108482,-30.87278961084826,30.87278961084826
4,725.0,588.9,1097.95,181.25,147.225,181.25,0,1,medium_high,400,697.95,"(600, 800]",989.15446227099,108.79553772901,108.79553772901
1,992.0,958.87,1222.41,992.0,958.87,992.0,0,0,very_high,100,1122.41,"(800, 1000]",1207.576298182006,14.833701817994097,14.833701817994097
10,536.0,2194.42,1615.13,53.6,219.442,53.6,0,0,,1000,615.1300000000001,"(400, 600]",1683.7197770448622,-68.5897770448621,68.5897770448621
11,1126.0,1593.03,2143.74,102.36363636363636,144.82090909090908,102.36363636363636,0,0,very_high,1100,1043.7399999999998,,2094.6926297110017,49.04737028899808,49.04737028899808
10,314.0,1098.8,1539.1,31.4,109.88,31.4,0,0,very_high,1000,539.0999999999999,"(200, 400]",1514.5775241940723,24.52247580592757,24.52247580592757
1,9.0,2246.28,1120.22,9.0,2246.28,9.0,0,0,,100,1020.22,"(0, 100]",1132.4627065471725,-12.242706547172475,12.242706547172475
11,706.0,1508.23,2030.59,64.18181818181819,137.1118181818182,64.18181818181819,0,0,very_high,1100,930.5899999999999,"(600, 800]",1846.1559732547964,184.43402674520348,184.43402674520348
10,976.0,2166.02,1775.03,97.6,216.602,97.6,0,0,,1000,775.03,"(800, 1000]",1820.0736703385992,-45.04367033859921,45.04367033859921
5,1028.0,653.19,1313.95,205.6,130.638,205.6,1,1,high,500,813.95,,1249.9649036725175,63.98509632748255,63.98509632748255
8,1166.0,99.47,1149.07,145.75,12.43375,145.75,0,0,low,800,349.06999999999994,,1142.488625252843,6.581374747157042,6.581374747157042
12,882.0,1958.14,1944.88,73.5,163.17833333333334,73.5,0,0,very_high,1200,744.8800000000001,"(800, 1000]",1882.2223970506816,62.657602949318516,62.657602949318516
11,448.0,732.79,1090.35,40.72727272727273,66.61727272727272,40.72727272727273,0,0,high,1100,-9.650000000000091,"(400, 600]",1166.7680641668837,-76.41806416688382,76.41806416688382
7,623.0,1691.39,1800.86,89.0,241.62714285714287,89.0,0,0,very_high,700,1100.86,"(600, 800]",1705.3686559191297,95.49134408087025,95.49134408087025
3,127.0,293.49,303.2,42.333333333333336,97.83,42.333333333333336,0,0,medium,300,3.1999999999999886,"(100, 200]",336.3012403084262,-33.10124030842621,33.10124030842621
12,218.0,486.02,1005.67,18.166666666666668,40.501666666666665,18.166666666666668,0,0,medium_high,1200,-194.33000000000004,"(200, 400]",959.6654476468688,46.0045523531312,46.0045523531312
3,1166.0,530.44,785.59,388.6666666666667,176.81333333333336,388.6666666666667,0,0,medium_high,300,485.59000000000003,,833.6409245862835,-48.050924586283486,48.050924586283486
11,17.0,550.58,830.07,1.5454545454545454,50.052727272727275,1.5454545454545454,0,0,medium_high,1100,-269.92999999999995,"(0, 100]",858.3818501927911,-28.3118501927911,28.3118501927911
9,696.0,1749.97,1649.49,77.33333333333333,194.44111111111113,77.33333333333333,0,0,very_high,900,749.49,"(600, 800]",1727.8755911163912,-78.3855911163912,78.3855911163912
4,305.0,125.79,664.43,76.25,31.4475,76.25,0,0,medium,400,264.42999999999995,"(200, 400]",617.7895590311063,46.6404409688937,46.6404409688937
12,104.0,1300.05,1779.92,8.666666666666666,108.33749999999999,8.666666666666666,0,0,very_high,1200,579.9200000000001,"(100, 200]",1665.9008021885684,114.0191978114317,114.0191978114317
1,303.0,931.53,857.42,303.0,931.53,303.0,0,0,very_high,100,757.42,"(200, 400]",875.3939621105769,-17.973962110576963,17.973962110576963
8,1012.0,2390.84,1732.12,126.5,298.855,126.5,0,0,,800,932.1199999999999,,1804.7451518886671,-72.62515188866723,72.62515188866723
9,938.0,2224.29,1913.87,104.22222222222223,247.14333333333332,104.22222222222223,0,0,,900,1013.8699999999999,"(800, 1000]",1828.049973589542,85.82002641045779,85.82002641045779
3,471.0,288.19,535.67,157.0,96.06333333333333,157.0,0,0,medium,300,235.66999999999996,"(400, 600]",533.1587928052335,2.5112071947664845,2.5112071947664845
5,72.0,977.67,1156.55,14.4,195.534,14.4,1,0,very_high,500,656.55,"(0, 100]",1144.591188865786,11.958811134213875,11.958811134213875
10,160.0,2272.56,1642.15,16.0,227.256,16.0,0,0,,1000,642.1500000000001,"(100, 200]",1557.659727507378,84.49027249262213,84.49027249262213
10,965.0,1851.28,1805.77,96.5,185.128,96.5,0,0,very_high,1000,805.77,"(800, 1000]",1826.8808239064558,-21.110823906455835,21.110823906455835
3,266.0,2178.16,1447.95,88.66666666666667,726.0533333333333,88.66666666666667,0,0,,300,1147.95,"(200, 400]",1375.0424531300225,72.90754686997752,72.90754686997752
12,734.0,2491.82,1792.31,61.166666666666664,207.65166666666667,61.166666666666664,0,0,,1200,592.31,"(600, 800]",1784.0587822214136,8.251217778586351,8.251217778586351
12,64.0,1641.01,1710.72,5.333333333333333,136.75083333333333,5.333333333333333,0,0,very_high,1200,510.72,"(0, 100]",1675.7705553464546,34.94944465354547,34.94944465354547
9,497.0,1845.08,1674.09,55.22222222222222,205.0088888888889,55.22222222222222,0,0,very_high,900,774.0899999999999,"(400, 600]",1590.8059346407201,83.2840653592798,83.2840653592798
3,781.0,1801.38,1586.21,260.3333333333333,600.46,260.3333333333333,0,0,very_high,300,1286.21,"(600, 800]",1532.7162051875744,53.493794812425676,53.493794812425676
3,158.0,1070.74,1183.16,52.666666666666664,356.91333333333336,52.666666666666664,0,0,very_high,300,883.1600000000001,"(100, 200]",1085.9415190007715,97.21848099922863,97.21848099922863
3,1096.0,200.27,802.96,365.3333333333333,66.75666666666667,365.3333333333333,0,0,medium,300,502.96000000000004,,745.3158288527508,57.64417114724927,57.64417114724927
11,1116.0,2067.8,1987.44,101.45454545454545,187.9818181818182,101.45454545454545,0,0,,1100,887.44,,1884.841197285593,102.59880271440716,102.59880271440716
10,831.0,39.86,982.64,83.1,3.9859999999999998,83.1,0,0,very_low,1000,-17.360000000000014,"(800, 1000]",1081.7250034673416,-99.08500346734161,99.08500346734161
14,124.0,1064.64,1761.68,8.857142857142858,76.0457142857143,8.857142857142858,0,0,very_high,1400,361.68000000000006,"(100, 200]",1635.3648433895346,126.31515661046546,126.31515661046546
4,10.0,1262.73,1261.41,2.5,315.6825,2.5,0,0,very_high,400,861.4100000000001,"(0, 100]",1249.6489910679688,11.761008932031245,11.761008932031245
5,955.0,106.86,897.78,191.0,21.372,191.0,1,1,medium,500,397.78,"(800, 1000]",959.5976457297243,-61.81764572972429,61.81764572972429
7,1176.0,2489.13,1921.16,168.0,355.59000000000003,168.0,0,0,,700,1221.16,,1900.1956964833034,20.964303516696646,20.964303516696646
6,803.0,465.6,1012.0,133.83333333333334,77.60000000000001,133.83333333333334,0,0,medium_high,600,412.0,"(800, 1000]",1039.1902012002363,-27.190201200236288,27.190201200236288
9,868.0,62.12,1022.81,96.44444444444444,6.902222222222222,96.44444444444444,0,0,low,900,122.80999999999995,"(800, 1000]",1189.4855742360228,-166.67557423602284,166.67557423602284
1,181.0,128.05,225.12,181.0,128.05,181.0,0,1,medium,100,125.12,"(100, 200]",248.57269323175427,-23.452693231754267,23.452693231754267
3,70.0,631.88,564.16,23.333333333333332,210.62666666666667,23.333333333333332,0,0,high,300,264.15999999999997,"(0, 100]",507.51267264179194,56.64732735820803,56.64732735820803
8,1090.0,419.76,1189.47,136.25,52.47,136.25,0,0,medium_high,800,389.47,,1204.3903140821649,-14.92031408216485,14.92031408216485
14,1184.0,2269.89,1943.24,84.57142857142857,162.135,84.57142857142857,0,0,,1400,543.24,,1966.2405499202696,-23.000549920269577,23.000549920269577
1,735.0,1676.9,1365.21,735.0,1676.9,735.0,0,0,very_high,100,1265.21,"(600, 800]",1398.85292176242,-33.642921762419974,33.642921762419974
2,547.0,119.09,509.52,273.5,59.545,273.5,0,0,medium,200,309.52,"(400, 600]",516.9837378644667,-7.46373786446668,7.46373786446668
11,265.0,218.66,949.34,24.09090909090909,19.87818181818182,24.09090909090909,0,0,medium,1100,-150.65999999999997,"(200, 400]",938.8060909108427,10.533909089157305,10.533909089157305
10,223.0,886.32,1305.54,22.3,88.632,22.3,0,0,very_high,1000,305.53999999999996,"(200, 400]",1298.8472470320207,6.6927529679792315,6.6927529679792315
12,959.0,1947.82,1833.24,79.91666666666667,162.31833333333333,79.91666666666667,0,0,very_high,1200,633.24,"(800, 1000]",1894.9188345857685,-61.67883458576853,61.67883458576853
11,498.0,1578.39,1793.52,45.27272727272727,143.49,45.27272727272727,0,0,very_high,1100,693.52,"(400, 600]",1718.2518858866888,75.26811411331119,75.26811411331119
14,127.0,988.4,1688.9,9.071428571428571,70.6,9.071428571428571,0,0,very_high,1400,288.9000000000001,"(100, 200]",1604.360156442421,84.53984355757916,84.53984355757916
3,621.0,214.08,779.66,207.0,71.36,207.0,0,1,medium,300,479.65999999999997,"(600, 800]",693.2866891887138,86.37331081128616,86.37331081128616
6,1193.0,2241.5,1839.47,198.83333333333334,373.5833333333333,198.83333333333334,0,1,,600,1239.47,,1838.9854838399929,0.4845161600071606,0.4845161600071606
4,448.0,2055.97,1497.46,112.0,513.9925,112.0,0,0,,400,1097.46,"(400, 600]",1496.9945776035936,0.46542239640643857,0.46542239640643857
8,466.0,2064.63,1558.12,58.25,258.07875,58.25,0,0,,800,758.1199999999999,"(400, 600]",1547.2633434993486,10.856656500651297,10.856656500651297
12,229.0,1216.16,1696.65,19.083333333333332,101.34666666666668,19.083333333333332,0,0,very_high,1200,496.6500000000001,"(200, 400]",1658.1546928914963,38.495307108503766,38.495307108503766
13,658.0,559.48,1573.12,50.61538461538461,43.03692307692308,50.61538461538461,0,0,medium_high,1300,273.1199999999999,"(600, 800]",1468.7970146975365,104.3229853024634,104.3229853024634
13,1034.0,2477.98,1842.24,79.53846153846153,190.61384615384617,79.53846153846153,0,0,,1300,542.24,,1863.4250373591017,-21.18503735910167,21.18503735910167
4,842.0,2464.29,1611.66,210.5,616.0725,210.5,0,1,,400,1211.66,"(800, 1000]",1565.3745714719857,46.285428528014336,46.285428528014336
13,837.0,1218.93,1921.68,64.38461538461539,93.76384615384616,64.38461538461539,0,0,very_high,1300,621.6800000000001,"(800, 1000]",1966.4304471668931,-44.75044716689308,44.75044716689308
11,927.0,1306.37,1804.68,84.27272727272727,118.76090909090908,84.27272727272727,0,0,very_high,1100,704.6800000000001,"(800, 1000]",1908.6156655619527,-103.93566556195265,103.93566556195265
4,1047.0,1657.68,1605.84,261.75,414.42,261.75,0,0,very_high,400,1205.84,,1576.2716035505136,29.568396449486272,29.568396449486272
4,262.0,1681.28,1435.34,65.5,420.32,65.5,0,0,very_high,400,1035.34,"(200, 400]",1416.9812345475996,18.35876545240035,18.35876545240035
7,1126.0,1103.75,2014.72,160.85714285714286,157.67857142857142,160.85714285714286,0,0,very_high,700,1314.72,,2030.785997833692,-16.06599783369188,16.06599783369188
5,781.0,672.91,1125.36,156.2,134.582,156.2,1,0,high,500,625.3599999999999,"(600, 800]",1216.238787184168,-90.878787184168,90.878787184168
5,831.0,591.65,1090.31,166.2,118.33,166.2,1,0,medium_high,500,590.31,"(800, 1000]",1168.1160356484843,-77.80603564848434,77.80603564848434
7,1089.0,1026.25,2132.85,155.57142857142858,146.60714285714286,155.57142857142858,0,0,very_high,700,1432.85,,2030.785997833692,102.064002166308,102.064002166308
1,793.0,2171.07,1421.36,793.0,2171.07,793.0,0,0,,100,1321.36,"(600, 800]",1396.300113705762,25.059886294237913,25.059886294237913
9,368.0,495.12,847.33,40.888888888888886,55.013333333333335,40.888888888888886,0,0,medium_high,900,-52.66999999999996,"(200, 400]",865.969646342815,-18.639646342815013,18.639646342815013
6,818.0,1130.38,1704.06,136.33333333333334,188.39666666666668,136.33333333333334,0,0,very_high,600,1104.06,"(800, 1000]",1713.3210991246742,-9.261099124674274,9.261099124674274
11,667.0,1915.95,1732.2,60.63636363636363,174.17727272727274,60.63636363636363,0,0,very_high,1100,632.2,"(600, 800]",1754.05639922723,-21.856399227229986,21.856399227229986
2,267.0,2116.93,1349.04,133.5,1058.465,133.5,0,0,,200,1149.04,"(200, 400]",1369.884855127347,-20.844855127347046,20.844855127347046
10,1083.0,2105.36,1844.58,108.3,210.536,108.3,0,0,,1000,844.5799999999999,,1895.7613255754243,-51.18132557542435,51.18132557542435
13,529.0,1767.79,2015.18,40.69230769230769,135.98384615384614,40.69230769230769,0,0,very_high,1300,715.1800000000001,"(400, 600]",1933.4807488663491,81.69925113365093,81.69925113365093
9,1155.0,1346.4,2248.12,128.33333333333334,149.60000000000002,128.33333333333334,0,0,very_high,900,1348.12,,2092.9231559213727,155.19684407862724,155.19684407862724
7,1185.0,1768.01,2072.18,169.28571428571428,252.57285714285715,169.28571428571428,0,0,very_high,700,1372.1799999999998,,1942.4916532225056,129.6883467774942,129.6883467774942
5,763.0,1420.94,1777.14,152.6,284.188,152.6,1,0,very_high,500,1277.14,"(600, 800]",1715.075193145336,62.064806854664084,62.064806854664084
7,368.0,1231.69,1550.04,52.57142857142857,175.9557142857143,52.57142857142857,0,0,very_high,700,850.04,"(200, 400]",1490.4705370827262,59.56946291727377,59.56946291727377
6,659.0,322.1,972.58,109.83333333333333,53.68333333333334,109.83333333333333,0,0,medium_high,600,372.58000000000004,"(600, 800]",997.3502142324874,-24.77021423248732,24.77021423248732
14,1138.0,518.18,1696.86,81.28571428571429,37.012857142857136,81.28571428571429,0,0,medium_high,1400,296.8599999999999,,1582.3528267123747,114.50717328762516,114.50717328762516
6,172.0,1977.78,1603.89,28.666666666666668,329.63,28.666666666666668,0,0,very_high,600,1003.8900000000001,"(100, 200]",1520.8022533577946,83.0877466422055,83.0877466422055
6,628.0,311.47,903.3,104.66666666666667,51.91166666666667,104.66666666666667,0,0,medium_high,600,303.29999999999995,"(600, 800]",997.3502142324874,-94.0502142324874,94.0502142324874
2,500.0,1246.48,1264.53,250.0,623.24,250.0,0,0,very_high,200,1064.53,"(400, 600]",1328.2750364191477,-63.74503641914771,63.74503641914771
